loss,step,time,_timestamp,loss_boundary,loss_interior,l2_error,_runtime,_step
1.9469322081989394e-07,35,1384.0731568336487,1715710263.6825242,7.727685938511008e-08,1.1741636143478386e-07,0.00032931082837865623,1387.9819672107697,35
1.9280951034276682e-07,36,1422.6058251857758,1715710302.2152119,8.633121158842061e-08,1.0647829875434623e-07,0.00027712735790091355,1426.5146548748016,36
1.7754588147475232e-07,37,1461.1236078739166,1715710340.7328494,7.760956633749266e-08,9.993631513725964e-08,0.00027169399567147115,1465.0322923660278,37
1.523871432756365e-07,38,1500.1130151748657,1715710379.7222943,5.973643912823173e-08,9.265070414740479e-08,0.0002945609539153638,1504.0217373371124,38
1.8433974102249424e-07,39,1538.8356931209564,1715710418.4450424,7.828139271017575e-08,1.0605834831231849e-07,0.00028152452205358033,1542.7444853782654,39
1.624078290898271e-07,40,1577.6430261135101,1715710457.2523699,7.039166440324276e-08,9.201616468658435e-08,0.0002774889457022935,1581.5518128871918,40
1.345361330582809e-07,42,1655.1005702018738,1715710534.7099824,5.59424176975527e-08,7.85937153607282e-08,0.000261009962312319,1659.0094254016876,41
1.144803986400935e-07,46,1809.420452594757,1715710689.0300114,4.4051924729487815e-08,7.042847391060568e-08,0.00025102040016494027,1813.329454421997,42
1.0994669429165203e-07,50,1963.422113418579,1715710843.0317214,4.9166842247480576e-08,6.077985204417144e-08,0.0001969947839272883,1967.3311643600464,43
9.222314199216678e-08,55,2156.76042509079,1715711036.369836,3.7524863509079685e-08,5.4698278483087084e-08,0.00020519576097102654,2160.6692790985107,44
8.839869617650261e-08,61,2388.755908727646,1715711268.3653624,3.4419134085670046e-08,5.397956209083257e-08,0.0001670214940916546,2392.6648054122925,45
7.560949797036666e-08,67,2620.0142834186554,1715711499.623842,2.3896325728830782e-08,5.171317224153588e-08,0.00016462611291169472,2623.923285007477,46
5.5781968607690585e-08,73,2849.921390771866,1715711729.5308623,1.890572655527739e-08,3.68762420524132e-08,0.00016394436200298113,2853.830305337906,47
5.651136062920079e-08,77,3000.798077106476,1715711880.4073505,2.144308835482009e-08,3.50682722743807e-08,0.00014468557291895284,3004.7067935466766,48
