l2_error,loss_boundary,step,_step,loss,_timestamp,_runtime,time,loss_interior
0.0062682093960032045,3.9610925567657086e-05,55,44,0.00016616340456261509,1716205672.0931756,146.23173570632935,140.77800297737122,0.000126552478994958
0.005753437508821938,3.322667494201851e-05,61,45,0.00014533454092043738,1716205687.435189,161.57374906539917,156.12027525901794,0.00011210786597841887
0.005503256892208989,2.8584532682571842e-05,67,46,0.0001287436009361617,1716205702.7794163,176.91797637939453,171.4641182422638,0.00010015906825358987
0.005067183755020297,2.5247205769955488e-05,73,47,0.00011782419181138754,1716205718.1144404,192.253000497818,186.7993860244751,9.257698604143205e-05
0.004461662372998723,2.0117255134320992e-05,81,48,0.00010343553524443444,1716205738.5372124,212.67577242851257,207.222158908844,8.331828011011345e-05
0.0040435119688316526,1.7245401446678937e-05,89,49,9.303603912546892e-05,1716205758.929384,233.0679440498352,227.61419439315796,7.579063767878998e-05
0.003650501618429883,1.3582929278224818e-05,98,50,8.009011424338965e-05,1716205781.8807447,256.01930475234985,250.56576895713806,6.650718496516483e-05
0.0032941684248588223,1.1301659027294692e-05,107,51,7.020250530720076e-05,1716205804.7548254,278.89338541030884,273.4395878314972,5.8900846279906065e-05
0.0030068083545934728,9.00520340608037e-06,118,52,6.0330540954956184e-05,1716205832.7606246,306.8991847038269,301.44559144973755,5.1325337548875814e-05
0.002590807703542784,7.217435755030877e-06,130,53,5.1105720775799945e-05,1716205863.351332,337.4898920059204,332.03613209724426,4.388828502076907e-05
0.0023991962732191965,5.8732852348660045e-06,143,54,4.312103773675269e-05,1716205896.5222948,370.66085481643677,365.2070336341858,3.724775250188669e-05
0.0023105257397366685,5.682599609130315e-06,157,55,4.597985034519831e-05,1716205932.1562672,406.2948272228241,400.8412251472473,4.0297250736067993e-05
0.0022309307733024046,5.517819620040559e-06,172,56,3.634357272410742e-05,1716205970.4361036,444.5746636390686,439.1208577156067,3.082575310406686e-05
0.001997196293277824,4.396836541401491e-06,190,57,2.7326595833664182e-05,1716206016.4262602,490.5648202896118,485.1109504699707,2.292975929226269e-05
0.0017832555662871047,3.5373274562778874e-06,208,58,2.1403041687390724e-05,1716206062.331857,536.4704170227051,531.0165100097656,1.7865714231112837e-05
0.0016506994934311053,2.9819863868791782e-06,229,59,1.6181933909020687e-05,1716206115.908411,590.0469710826874,584.593118429184,1.319994752214151e-05
0.0014987532152457449,2.4665776065577603e-06,252,60,1.1913045106503237e-05,1716206174.5233371,648.6618971824646,643.2079863548279,9.446467499945476e-06
0.001322340009847178,1.990471767310922e-06,277,61,9.401434393038928e-06,1716206238.294952,712.4335119724274,706.9795818328857,7.4109626257280055e-06
0.0011890064729009227,1.6451748248019304e-06,305,62,7.62972741620998e-06,1716206309.7894833,783.9280433654785,778.4741649627686,5.9845525914080496e-06
0.0010756761449696275,1.314295309912637e-06,335,63,6.902788568609219e-06,1716206386.3706582,860.5092182159424,855.0554132461548,5.588493258696582e-06
0.0009365967998024212,1.0112210680004323e-06,369,64,5.111783136329527e-06,1716206473.1212888,947.2598488330841,941.8058857917786,4.1005620683290945e-06
0.0008627075313501737,8.664147835099589e-07,406,65,4.330433433735366e-06,1716206533.3185682,1007.4571282863617,1002.0031952857971,3.4640186502254068e-06
0.0008422156391713036,8.376408411373713e-07,446,66,4.184411339981633e-06,1716206553.2396176,1027.3781776428223,1021.9245681762695,3.3467704988442617e-06
0.0008007103057702428,7.298960169172555e-07,491,67,4.247790194299025e-06,1716206618.2085583,1092.3471183776855,1086.893304824829,3.5178941773817694e-06
0.0007939060021903834,7.186223868524074e-07,540,68,4.160517431892436e-06,1716206633.8654206,1108.0039806365967,1102.550358057022,3.441895045040029e-06
0.0007859355287949636,7.08215766912643e-07,594,69,4.051850326413962e-06,1716206652.0556602,1126.1942203044891,1120.7406384944916,3.3436345595013187e-06
0.0007570759464277928,6.659996093440339e-07,653,70,4.293616297779135e-06,1716206700.272697,1174.4112570285797,1168.957365989685,3.6276166884351007e-06
0.0007397595607423746,6.302161316322684e-07,718,71,3.960072178035251e-06,1716206731.353821,1205.4923810958862,1200.0386216640472,3.3298560464029824e-06
0.0007399043078655317,6.569349004576548e-07,790,72,4.512335849106544e-06,1716206749.6207108,1223.7592709064484,1218.3056960105896,3.855400948648889e-06
0.0007381071226244524,6.548089589437521e-07,869,73,4.472202126665283e-06,1716206767.0362396,1241.1747996807098,1235.721052646637,3.817393167721531e-06
0.000712154845343045,6.039187566674568e-07,956,74,3.6693056050273537e-06,1716206828.8850617,1303.0236217975616,1297.5697977542877,3.0653868483598967e-06
0.0007146879551093709,5.963127806420671e-07,1052,75,3.58088628456971e-06,1716206846.4400702,1320.5786302089691,1315.124960899353,2.984573503927643e-06
0.0006797973265977517,5.607231030542597e-07,1157,76,3.5438209872735504e-06,1716206906.364132,1380.5026919841766,1375.0488803386688,2.9830978842192907e-06
0.000676921253000893,5.54291837595883e-07,1272,77,3.7560436860643736e-06,1716206934.7698057,1408.908365726471,1403.4548420906067,3.2017518484684908e-06
0.0006845412127768223,5.843966941536765e-07,1400,78,3.646894442405538e-06,1716206965.6710672,1439.8096272945404,1434.3558158874512,3.0624977482518616e-06
0.0006765219943492947,5.525567398459869e-07,1539,79,3.2162807030735055e-06,1716207021.4095821,1495.548142194748,1490.0942721366882,2.6637239632275188e-06
0.0006800228540065243,5.390857021731847e-07,1693,80,3.270379087628147e-06,1716207073.512893,1547.6514530181885,1542.1976284980774,2.731293385454962e-06
0.0006797866702606384,5.583001834418673e-07,1863,81,3.648255044729352e-06,1716207106.9512062,1581.0897662639618,1575.6360068321228,3.089954861287485e-06
0.0006562748919255141,4.899198235201137e-07,2049,82,3.144319319751888e-06,1716207177.289666,1651.42822599411,1645.9743540287018,2.6543994962317743e-06
0.0006367190056320226,4.836749799621569e-07,2254,83,3.1131887556237636e-06,1716207234.2694144,1708.4079744815826,1702.954144001007,2.6295137756616065e-06
0.0006280974528975941,4.68209327186881e-07,2479,84,2.964937265599477e-06,1716207276.9958677,1751.1344277858734,1745.680828332901,2.496727938412596e-06
0.0006322328040949411,4.6180643075619634e-07,2727,85,2.835852815324411e-06,1716207339.6922948,1813.8308548927307,1808.3770117759705,2.3740463845682144e-06
0.0006248980773036344,4.5703710393675395e-07,3000,86,3.2704481870150836e-06,1716207393.0640514,1867.2026114463806,1861.748842716217,2.8134110830783295e-06
0.0006100482563411865,4.614273004144479e-07,3299,87,2.9086197002083734e-06,1716207478.8957975,1953.03435754776,1947.5803933143616,2.4471923997939254e-06
0.0006019651800742053,4.3493833896460796e-07,3629,88,2.6776116623983195e-06,1716207566.4668925,2040.6054525375366,2035.1515562534332,2.2426733234337114e-06
0.0005790506657262093,4.190100423424345e-07,3992,89,2.584119548091326e-06,1716207652.8981674,2127.0367274284363,2121.5829205513,2.1651095057488914e-06
0.0005918811422282592,4.0768065943960016e-07,4391,90,2.7241834037685957e-06,1716207733.2744658,2207.413025856018,2201.9592452049255,2.3165027443289956e-06
0.0005748682244339387,4.058548002536649e-07,4831,91,2.8743900256402016e-06,1716207811.2271414,2285.3657014369965,2279.9117262363434,2.4685352253865366e-06
0.0005763962717789667,3.898922947286338e-07,5314,92,2.624035695620808e-06,1716207913.040106,2387.178666114807,2381.724762201309,2.234143400892174e-06
0.0005548540547911039,3.795949776405007e-07,5845,93,2.7972944547692024e-06,1716208005.8209443,2479.959504365921,2474.5055809020996,2.417699477128702e-06
0.000559531577146061,3.991058031628659e-07,6429,94,2.9147329953076154e-06,1716208112.2189343,2586.357494354248,2580.9036350250244,2.5156271921447495e-06
0.0005455349058564683,3.575260371634407e-07,7072,95,2.4154272159602363e-06,1716208264.2039175,2738.3424775600433,2732.8885991573334,2.0579011787967955e-06
0.0005442790101292051,3.684713210936835e-07,7779,96,2.814587829267577e-06,1716208385.019509,2859.1580691337585,2853.7043290138245,2.4461165081738937e-06
0.0005338922117887249,3.458159802746133e-07,8475,97,2.456709072134563e-06,1716208531.414465,3005.553025007248,3000.099268913269,2.11089309185995e-06
