loss_boundary,loss,time,_step,l2_error,_runtime,step,_timestamp,loss_interior
0.4166633567379921,2.9128066742090537,12.225867748260498,22,0.6625386034042288,15.975911617279053,22,1716245245.4519155,2.4961433174710614
0.2919492260152954,2.287622975852333,12.679383039474487,23,0.5505208163553483,16.42966365814209,23,1716245245.9056675,1.9956737498370374
0.20374925090410742,1.9950879904395697,13.133037805557251,24,0.4649912634133937,16.883201599121094,24,1716245246.3592055,1.7913387395354623
0.14835423918056584,1.6192312641184894,13.586685180664062,25,0.4034289479203186,17.337151765823364,25,1716245246.8131557,1.4708770249379235
0.1166518450760253,1.3813088280937327,14.040669918060303,26,0.3412187466675727,17.79073739051819,26,1716245247.2667413,1.2646569830177075
0.08880265487487782,1.1994194007035306,14.494051694869995,27,0.30011507919199937,18.24459409713745,27,1716245247.720598,1.1106167458286527
0.07267103597779379,0.9915183911875943,14.948050260543823,28,0.26393130617253374,18.698132276535034,28,1716245248.1741362,0.9188473552098005
0.06035853389801733,0.7933513816633794,15.401269674301147,29,0.24649568327158275,19.151336193084717,29,1716245248.62734,0.732992847765362
0.05499579769444375,0.6806964083075713,15.854334592819214,30,0.23493532549932644,19.604389190673828,30,1716245249.080393,0.6257006106131275
0.05126153557231955,0.5860038313186149,16.307457208633423,31,0.22098302833811231,20.057533979415894,31,1716245249.5335379,0.5347422957462953
0.0468960185175659,0.45206317312542166,16.760569095611572,32,0.21184698996541357,20.510639429092407,32,1716245249.9866433,0.40516715460785574
0.044072253575026574,0.3810678135434159,17.21328568458557,33,0.2067105019277635,20.96329116821289,33,1716245250.439295,0.3369955599683893
0.04224768488423961,0.32884639702433255,17.66595697402954,34,0.20308710603942548,21.41596269607544,34,1716245250.8919666,0.2865987121400929
0.04101800561733098,0.2729104923073103,18.119186878204346,35,0.19716023657620826,21.869240045547485,35,1716245251.345244,0.2318924866899793
0.03894299231717577,0.2323314211545364,18.5738787651062,36,0.19458647475937532,22.32391119003296,36,1716245251.799915,0.19338842883736063
0.03769566411384635,0.21342787246013084,19.026757955551147,37,0.19282312639758054,22.776803731918335,37,1716245252.2528076,0.17573220834628447
0.036718463879256445,0.17875010307930408,19.479748964309692,38,0.19117210001670953,23.229815244674683,38,1716245252.7058191,0.14203163920004763
0.03604558531890584,0.16238953124405078,19.932286977767944,39,0.18805938080369014,23.682357788085938,39,1716245253.1583617,0.12634394592514495
0.03493948735430969,0.14883034239501852,20.385042905807495,40,0.18580485953213355,24.135112285614014,40,1716245253.6111162,0.11389085504070882
0.03293960303584954,0.11859202851710302,21.268798351287842,41,0.17981708449644582,25.018905878067017,42,1716245254.4949098,0.08565242548125347
0.029609467426265194,0.0862763653451647,23.017760038375854,42,0.16937460660553547,26.767807006835938,46,1716245256.243811,0.0566668979188995
0.02477184513943377,0.0629849082692409,24.766067266464233,43,0.15485308073845389,28.51636552810669,50,1716245257.9923694,0.03821306312980713
0.019175489145536087,0.04549059670533881,26.946885347366333,44,0.135782602142493,30.697921991348267,55,1716245260.1739259,0.026315107559802722
0.014633595812583798,0.03197249109035884,29.563268661499023,45,0.12035385728392839,33.31338334083557,61,1716245262.7893872,0.017338895277775043
0.010566405224683497,0.02264574048455163,32.17478394508362,46,0.10078956940758776,35.924962520599365,67,1716245265.4009664,0.012079335259868132
0.007733900677791658,0.015538700173604543,34.787116289138794,47,0.08672876658795553,38.53727459907532,73,1716245268.0132785,0.007804799495812885
0.00493062884345494,0.009607397139076504,38.26328229904175,48,0.06983358072117322,42.01334285736084,81,1716245271.4893467,0.004676768295621565
0.003104046576918332,0.005844411426280876,41.74075245857239,49,0.05549767201115299,45.49080443382263,89,1716245274.9668083,0.0027403648493625433
0.0019442374080174284,0.0035816887712943053,45.65062761306763,50,0.04358931029672932,49.40082025527954,98,1716245278.8768241,0.001637451363276877
0.0011342194280291433,0.00214116113277965,49.55493378639221,51,0.03373933598921508,53.30524158477783,107,1716245282.7812455,0.001006941704750507
0.0005993068889704168,0.0012321593409472587,54.32389688491821,52,0.024103604709740167,58.07405352592468,118,1716245287.5500574,0.0006328524519768421
0.00029636038542800447,0.0007146698652329669,59.523895502090454,53,0.016387931114803207,63.274105072021484,130,1716245292.750109,0.0004183094798049625
0.00016538235413551057,0.00043290131151056004,65.15563488006592,54,0.013066027944982773,68.9057183265686,143,1716245298.3817222,0.00026751895737504947
0.00011620578206126806,0.00030129958815954157,71.21447110176086,55,0.010577642784569035,74.9645607471466,157,1716245304.4405646,0.00018509380609827352
8.084525486675959e-05,0.00022080274150235662,77.70440173149109,56,0.008812930150518206,81.45442652702332,172,1716245310.9304304,0.00013995748663559701
6.704500813206375e-05,0.00016337899106233647,85.4907579421997,57,0.008659816747712636,89.24093198776245,190,1716245318.7169359,9.633398293027271e-05
4.447155629926745e-05,0.00012231313528209058,93.28415966033936,58,0.0065471066734819295,97.0344352722168,208,1716245326.5104392,7.784157898282314e-05
3.912019769598333e-05,9.23067133464306e-05,102.36077070236206,59,0.006706279289101891,106.11082172393799,229,1716245335.5868256,5.318651565044727e-05
2.4252296340244625e-05,6.889916302919503e-05,112.30456709861755,60,0.00506034563921373,116.05470323562622,252,1716245345.5307071,4.464686668895041e-05
2.1140074572893102e-05,5.162329376973634e-05,123.11318230628967,61,0.004868703506431182,126.86321759223938,277,1716245356.3392215,3.0483219196843235e-05
1.547478223005215e-05,3.811212195805115e-05,135.2264702320099,62,0.004421889371669952,138.97656631469727,305,1716245368.4525702,2.2637339727998998e-05
8.644013134562045e-06,2.7889440114305433e-05,148.18924474716187,63,0.0031348860270202523,151.93958854675293,335,1716245381.4155924,1.9245426979743388e-05
6.058274090843364e-06,2.0280425125968966e-05,162.8810384273529,64,0.0023269223868702922,166.63110089302063,369,1716245396.1071048,1.4222151035125603e-05
4.829825332276802e-06,1.4632257015134806e-05,178.86471796035767,65,0.0021071683944949033,182.61473965644836,406,1716245412.0907435,9.802431682858004e-06
3.672610626843009e-06,1.0294667738084164e-05,196.14480900764465,66,0.0018954105978234489,199.8951292037964,446,1716245429.371133,6.622057111241155e-06
2.4743609635296018e-06,7.058925632672764e-06,215.58263087272644,67,0.0015458471688688594,219.3326859474182,491,1716245448.8086898,4.584564669143162e-06
1.5753760604959422e-06,4.9338043274523006e-06,236.7509171962738,68,0.0011923898644191407,240.5012447834015,540,1716245469.9772487,3.3584282669563584e-06
1.1432064759030917e-06,3.4452029226989986e-06,260.075430393219,69,0.0011179707651243775,263.82574820518494,594,1716245493.301752,2.301996446795907e-06
8.955036223003234e-07,2.414222004534459e-06,285.57215881347656,70,0.0010082173484061764,289.32259249687195,653,1716245518.7985964,1.5187183822341357e-06
6.394938943405601e-07,1.718584457896197e-06,313.68460273742676,71,0.0008113767228725175,317.43487668037415,718,1716245546.9108806,1.0790905635556368e-06
4.591429416507091e-07,1.2300495920572209e-06,344.83307933807373,72,0.0007346907756178334,348.58350443840027,790,1716245578.0595083,7.709066504065117e-07
3.4539933364539646e-07,8.945105654930833e-07,378.9951083660126,73,0.000608487978710404,382.74557852745056,869,1716245612.2215824,5.491112318476868e-07
2.4168722127470784e-07,6.49773890020005e-07,416.6186420917511,74,0.000528542173435874,420.36916184425354,956,1716245649.8451657,4.080866687452971e-07
1.85439823813289e-07,4.835982958059429e-07,458.1306483745575,75,0.0004771577817537458,461.880939245224,1052,1716245691.3569431,2.98158471992654e-07
1.3778819500303326e-07,3.545639052541656e-07,503.5865089893341,76,0.0004203727599048476,507.33690905570984,1157,1716245736.812913,2.167757102511323e-07
1.044861895282304e-07,2.5778218507832064e-07,553.4256196022034,77,0.0003720923560024268,557.1769061088562,1272,1716245786.65291,1.5329599555009023e-07
6.612753345151184e-07,0.0002580887351939694,608.8810060024261,78,0.0007308948368879284,612.6314599514008,1400,1716245842.1074638,0.0002574274598594543
2.3619183669509476e-07,2.884088212166809e-06,669.0164752006531,79,0.0004373114319830299,672.7669079303741,1539,1716245902.2429118,2.647896375471714e-06
1.102507979514093e-07,7.797887946617253e-07,735.6225888729095,80,0.0003234666091970193,739.3729212284088,1693,1716245968.848925,6.69537996710316e-07
6.263751205696667e-08,3.338705784742586e-07,809.1128709316254,81,0.00026155225939038625,812.8632621765137,1863,1716246042.339266,2.712330664172919e-07
4.07396270356212e-08,1.7433124995197586e-07,889.5731799602509,82,0.00022667046672349554,893.3235592842102,2049,1716246122.7995632,1.3359162291635465e-07
2.784067164141124e-08,9.962883653435914e-08,978.2200036048889,83,0.00019668387023416523,981.9704053401947,2254,1716246211.4464092,7.17881648929479e-08
1.999791826670138e-08,6.064871586562462e-08,1075.5473282337189,84,0.00018202163371222718,1079.2978420257568,2479,1716246308.773846,4.0650797598923235e-08
1.4986561993579483e-08,3.981392912731509e-08,1182.8891189098358,85,0.00017204015063600737,1186.6395735740662,2727,1716246416.1155775,2.4827367133735606e-08
5.930549870990081e-08,6.70165104866899e-07,1301.1791191101074,86,0.00022296976697521793,1304.9296653270721,3000,1716246534.4056692,6.108596061569983e-07
2.4979635802021046e-08,1.383868672029969e-07,1430.712595462799,87,0.00016747654965636828,1434.463224887848,3299,1716246663.9392288,1.1340723140097586e-07
1.5097098336000197e-08,5.356330178230671e-08,1573.6714494228363,88,0.0001424588563028061,1577.4231395721436,3629,1716246806.8991435,3.8466203446306514e-08
9.9879311486942e-09,2.745110910971733e-08,1730.7600300312042,89,0.00012299745041932815,1734.5111775398254,3992,1716246963.9871814,1.746317796102313e-08
3.3125538016664334e-08,4.569790862374607e-07,1903.3920395374298,90,0.0001570754315803952,1907.1423523426056,4391,1716247136.6183562,4.238535482207964e-07
1.3310907253109031e-08,6.158036715385085e-08,2093.8505947589874,91,0.00012368817034631694,2097.6010358333588,4831,1716247327.0770397,4.8269459900741815e-08
7.473938573432496e-09,2.1544959205447056e-08,2303.110689163208,92,0.00010378188763155715,2306.8611130714417,5314,1716247536.337117,1.407102063201456e-08
3.008825640851522e-08,3.001533767164087e-07,2533.304792404175,93,0.00015550417833802866,2537.055228948593,5845,1716247766.5312328,2.700651203078935e-07
9.803932876232988e-09,3.702803339855281e-08,2786.3933577537537,94,0.00011222181175786967,2790.143880844116,6429,1716248019.6198847,2.722410052231982e-08
5.881508135510625e-09,1.5697054188392822e-08,3000.0860319137573,95,9.541327176051702e-05,3003.8370242118835,6922,1716248233.313028,9.815546052882197e-09
