_timestamp,loss_interior,step,_runtime,time,l2_error,loss_boundary,loss,_step
1723045811.7244232,0.004175097592865663,252,119.44193816184998,118.83282375335693,0.13048432585538858,0.01636186721396518,0.020536964806830843,60
1723045823.2623148,0.0035958921948013698,277,130.979829788208,130.37073349952698,0.1385060726993746,0.012376719462107406,0.015972611656908775,61
1723045836.2168734,0.003465847408103946,305,143.93438839912415,143.32502603530884,0.12662006953715904,0.011823817395498825,0.01528966480360277,62
1723045850.0878425,0.0031414546033511235,335,157.80535745620728,157.19624137878418,0.11984092012305068,0.010926902935532804,0.014068357538883927,63
1723045865.7804184,0.003187451285069437,369,173.49793338775635,172.88882422447205,0.11914085227621116,0.00935425322603446,0.012541704511103896,64
1723045882.8710926,0.002916508301664341,406,190.58860754966736,189.9794840812683,0.11321529935269903,0.010421313041065795,0.013337821342730136,65
1723045901.2960827,0.0027898212430878845,446,209.0135977268219,208.40413808822632,0.10598460663798,0.00923090545624809,0.012020726699335975,66
1723045922.036509,0.0025833783262439133,491,229.75402402877808,229.14464259147644,0.10405795177236911,0.007503785325157587,0.0100871636514015,67
1723045944.7926307,0.0022896433258483536,540,252.5101456642151,251.90083575248718,0.09758770761064905,0.008102846034675187,0.01039248936052354,68
1723045969.9447348,0.002345137509694948,594,277.6622498035431,277.05286145210266,0.09386593507020757,0.006619742974431693,0.008964880484126641,69
1723045997.2862296,0.0022359326869721943,653,305.00374460220337,304.3942675590515,0.08973703075050775,0.005908210403294459,0.008144143090266653,70
1723046027.3600264,0.0020488079410056095,718,335.07754135131836,334.46820759773254,0.0894898461763454,0.005072597639525304,0.007121405580530914,71
1723046060.5624535,0.0019761573005739634,790,368.27996850013733,367.6706590652466,0.08141766672564114,0.005438731554728264,0.007414888855302227,72
1723046097.1585493,0.001981836030209786,869,404.8760643005371,404.26668334007263,0.078619255017138,0.0038413828192358974,0.005823218849445684,73
1723046137.33774,0.0018001264123379288,956,445.05525493621826,444.44577264785767,0.07533884320297812,0.0036909192974996746,0.005491045709837604,74
1723046181.618932,0.001687039324186452,1052,489.33644700050354,488.7270233631134,0.07092540182056016,0.0036545790979400864,0.005341618422126538,75
1723046229.9908688,0.001693608830568988,1157,537.7083837985992,537.0990169048309,0.07093377704345182,0.0035741671523050107,0.005267775982873999,76
1723046283.0365548,0.0015118221824025149,1272,590.7540698051453,590.1446299552917,0.06176151340352081,0.003068565040687246,0.004580387223089761,77
1723046342.0242672,0.0014967664920733272,1400,649.7417821884155,649.1323797702789,0.06055277519543726,0.002889234646092473,0.0043860011381658005,78
