loss_boundary,time,_step,_runtime,_timestamp,l2_error,loss_interior,loss,step
3.510006602688966e-05,290.1416575908661,105,291.6008961200714,1723045942.998552,0.007636559013072209,1.1241321377218438e-05,4.63413874041081e-05,18342
5.073047259041708e-05,318.9769375324249,106,320.4360625743866,1723045971.8337185,0.014147702396454562,8.172841151868816e-05,0.00013245888410910525,20177
8.637113464234551e-06,350.61536478996277,107,352.07501006126404,1723046003.472666,0.004868963230165463,7.589423662947188e-06,1.622653712718174e-05,22194
5.893678682617865e-05,385.4258506298065,108,386.8854568004608,1723046038.2831128,0.012266448998754658,7.946457664099912e-06,6.688324449027856e-05,24414
0.00018922573596180293,423.6832866668701,109,425.1429042816162,1723046076.5405602,0.012504968163627388,7.945859130880118e-06,0.00019717159509268303,26855
6.529724225543255e-06,465.8159165382385,110,467.2754600048065,1723046118.673116,0.0024958322745025473,4.425431106267761e-06,1.0955155331811015e-05,29540
1.9661525647196692e-05,512.0950541496277,111,513.5545570850372,1723046164.952213,0.00598498103873528,6.820875370193749e-05,8.787027934913418e-05,32494
7.823717877641779e-05,563.0255968570709,112,564.4850807189941,1723046215.8827367,0.009086492720536559,2.252939427066174e-05,0.00010076657304707953,35744
2.5990024892915183e-06,618.9442756175995,113,620.4038660526276,1723046271.801522,0.001456663735647548,3.6555184718827076e-06,6.2545209611742255e-06,39318
4.344876756542148e-06,680.4644689559937,114,681.9240272045135,1723046333.3216832,0.0017666200820686667,5.63058203663528e-06,9.975458793177428e-06,43250
2.0869387366333728e-05,748.3481900691986,115,749.8079311847687,1723046401.2055871,0.004358215321075491,3.896256104305783e-06,2.476564347063951e-05,47575
6.646502590150508e-06,823.0896437168121,116,824.5490808486938,1723046475.9467368,0.0024689357784726806,4.018528905946449e-05,4.6831791649615e-05,52332
7.93095086864871e-05,905.1345086097717,117,906.5940353870392,1723046557.9916914,0.01093697582081001,1.0947618737649619e-05,9.025712742413671e-05,57566
2.0715522263783424e-06,995.2875790596008,118,996.7471249103546,1723046648.1447809,0.001720479301301744,3.541837162663494e-06,5.6133893890418365e-06,63322
7.091210554848098e-06,1095.4324433803558,119,1096.892749786377,1723046748.2904058,0.003756847573876896,8.028093473644527e-06,1.5119304028492623e-05,69654
6.139237002245859e-06,1204.6237649917603,120,1206.083389043808,1723046857.481045,0.0019607390086763196,3.7910002454932927e-06,9.930237247739151e-06,76620
