time,l2_error,_timestamp,loss_boundary,loss,loss_interior,step,_step,_runtime
396.61148262023926,0.06608372889219144,1723046089.6321855,0.003418924728153662,0.004921500674352149,0.0015025759461984869,869,73,397.1539933681488
436.1748788356781,0.056780515709740915,1723046129.1956453,0.0030744644598441006,0.004276655029133478,0.0012021905692893775,956,74,436.71745324134827
479.90515756607056,0.05238660479908957,1723046172.925872,0.001982907968302661,0.003115891061754087,0.001132983093451426,1052,75,480.4476799964905
527.8207404613495,0.045999593273243905,1723046220.841419,0.002088388915813925,0.0031135898577604433,0.0010252009419465182,1157,76,528.363226890564
580.3060162067413,0.04350651166062122,1723046273.3267133,0.0014216809516492605,0.0024036145308312514,0.0009819335791819912,1272,77,580.848521232605
638.4939279556274,0.037774325420658304,1723046331.5146391,0.0013361753205868596,0.002083793334344295,0.0007476180137574353,1400,78,639.0364470481873
701.7671015262604,0.03506303752276775,1723046394.7878315,0.001237944246714183,0.002009747230504844,0.0007718029837906611,1539,79,702.3096394538879
771.4721391201019,0.033619222411869876,1723046464.4929948,0.0011187711491425652,0.0018030339981377655,0.0006842628489952002,1693,80,772.0148026943207
848.8557002544403,0.0305211232077805,1723046541.8764975,0.000903334645033388,0.0014551094108726523,0.0005517747658392643,1863,81,849.3983054161072
933.5868747234344,0.02920635750225907,1723046626.6075425,0.0007739483482594087,0.0013435998056058618,0.000569651457346453,2049,82,934.1293504238129
1027.4362487792969,0.0278887845019836,1723046720.457141,0.0007395731285054029,0.0011765397110529668,0.00043696658254756385,2254,83,1027.9789488315582
1130.7233018875122,0.02797833276799595,1723046823.7440317,0.0008055380587731962,0.0012349939707393949,0.00042945591196619855,2479,84,1131.2658395767212
1244.5875453948975,0.025772109190074048,1723046937.6083367,0.0006501000958886769,0.001005525714629853,0.0003554256187411762,2727,85,1245.1301445960999
1369.343990802765,0.025351206634897566,1723047062.3647413,0.0005889372373439392,0.0009265178207693277,0.0003375805834253885,3000,86,1369.8865492343903
1506.1255972385406,0.02424773222346399,1723047199.1463344,0.0006072873817387822,0.000911923176278269,0.00030463579453948687,3299,87,1506.6681423187256
1656.826848745346,0.02401256848061016,1723047349.8476274,0.0006137352937679724,0.000872632496392699,0.0002588972026247265,3629,88,1657.3694353103638
1823.5487658977509,0.022822196626297923,1723047516.5695927,0.0005603036905428196,0.0007677948191845339,0.00020749112864171436,3992,89,1824.0914006233215
2007.1424643993378,0.022053134260439162,1723047700.1633456,0.0004909930358204975,0.0006977277513083105,0.00020673471548781296,4391,90,2007.6851534843445
2209.1991078853607,0.021388506502843272,1723047902.2198327,0.0004587501096015081,0.000644885303866888,0.00018613519426537986,4831,91,2209.7416405677795
2430.290538549423,0.02069332043157449,1723048123.3112886,0.0005268874804341174,0.0006875772706890818,0.0001606897902549644,5314,92,2430.8330965042114
2672.985376596451,0.02010953749044756,1723048366.006144,0.0004339984678537143,0.0005708140234807881,0.00013681555562707374,5845,93,2673.5279519557953
2939.712145805359,0.019428276194776318,1723048632.7329032,0.0003675018672116618,0.0005017063717550662,0.00013420450454340433,6429,94,2940.254711151123
3000.283179998398,0.01920456043968013,1723048693.3037386,0.0003141379734322817,0.00044320429575131986,0.00012906632231903816,6562,95,3000.825546503067
