loss_boundary,loss,loss_interior,l2_error,_timestamp,_step,time,_runtime,step
1.5986209614160972e-09,9.23281971462428e-09,7.634198753208182e-09,5.554078455182297e-05,1715675415.7288024,72,203.79744005203247,207.71800541877747,790
1.0428722849019287e-09,8.5440232762099e-09,7.50115099130797e-09,3.9115273117412543e-05,1715675436.086366,73,224.15524625778198,228.07556891441345,869
9.690219789640648e-10,7.2656026326688426e-09,6.296580653704778e-09,3.245112763849814e-05,1715675458.4693253,74,246.5379626750946,250.45852828025818,956
8.376856765618609e-10,6.7334627354492305e-09,5.8957770588873695e-09,3.2836820708028605e-05,1715675483.0099878,75,271.0788676738739,274.99919080734253,1052
6.558803406695137e-10,6.504168506241939e-09,5.848288165572425e-09,2.8363053699049597e-05,1715675509.979126,76,298.04772424697876,301.9683289527893,1157
4.959943758236177e-10,5.49768633016345e-09,5.001691954339833e-09,2.608411307234154e-05,1715675539.4661555,77,327.5349793434143,331.455358505249,1272
6.04787290193787e-10,6.561958421562666e-09,5.957171131368878e-09,2.5690739678534565e-05,1715675572.4249153,78,360.4935643672943,364.4141182899475,1400
4.332517314586588e-10,5.947646035518629e-09,5.51439430405997e-09,2.4394159123109624e-05,1715675608.1056662,79,396.174263715744,400.0948691368103,1539
5.342252147032518e-10,6.067414628561481e-09,5.533189413858229e-09,2.476724249463552e-05,1715675647.6381972,80,435.70689821243286,439.6274001598358,1693
4.589354126118992e-10,6.068406461874349e-09,5.60947104926245e-09,2.3200771297679975e-05,1715675691.2396865,81,479.30852460861206,483.22888946533203,1863
3.9285144167661176e-10,5.446067806853454e-09,5.053216365176842e-09,2.2847222924212662e-05,1715675738.9625444,82,527.0311801433563,530.95174741745,2049
6.106071877884946e-10,6.244377541838373e-09,5.633770354049878e-09,2.2269125096621003e-05,1715675791.5062256,83,579.5748784542084,583.4954285621643,2254
5.213730925012503e-10,5.739011383257505e-09,5.217638290756255e-09,2.310486227683544e-05,1715675849.2958925,84,637.3644859790802,641.2850954532623,2479
3.9996029361017584e-10,5.8862017258557935e-09,5.486241432245617e-09,2.2451291845756653e-05,1715675912.761142,85,700.829681634903,704.750344991684,2727
3.2500515169592886e-10,5.554206658517097e-09,5.229201506821168e-09,2.0853847222966413e-05,1715675982.580238,86,770.648768901825,774.5694410800934,3000
2.8187151976061965e-10,5.1665781941403464e-09,4.884706674379727e-09,2.0228545385180946e-05,1715676059.3082085,87,847.3767654895782,851.297411441803,3299
2.803619120821787e-10,5.002911621820437e-09,4.722549709738258e-09,2.2565194741687923e-05,1715676144.054299,88,932.1224908828735,936.0435020923615,3629
3.3875867568684386e-10,5.125151085999904e-09,4.78639241031306e-09,1.920570484430264e-05,1715676237.2505407,89,1025.319179534912,1029.2397437095642,3992
4.0578006786936536e-10,5.3113277105440686e-09,4.9055476426747035e-09,1.9075236520672855e-05,1715676339.3309104,90,1127.3995323181152,1131.3201134204865,4391
2.73558294097767e-10,4.816279114906897e-09,4.54272082080913e-09,1.8878350252217947e-05,1715676452.149048,91,1240.2177436351776,1244.1382510662079,4831
2.759931796888652e-10,4.832173818343678e-09,4.556180638654813e-09,2.470200824552644e-05,1715676575.8550842,92,1363.9237177371979,1367.8442871570587,5314
2.3366219474981096e-10,5.116706709761568e-09,4.883044515011757e-09,1.959607895815658e-05,1715676712.0074084,93,1500.0760781764984,1503.9966113567352,5845
2.929075558569791e-10,4.754783496466074e-09,4.461875940609095e-09,2.065700153452754e-05,1715676861.706274,94,1649.7748174667358,1653.6954770088196,6429
2.709776791774572e-10,4.3788603510122276e-09,4.10788267183477e-09,1.8224862620409667e-05,1715677026.9085584,95,1814.9771156311035,1818.8977613449097,7072
3.6787570316335745e-10,4.769746177721579e-09,4.401870474558222e-09,2.1022026025317385e-05,1715677208.1268406,96,1996.1954379081726,2000.1160435676575,7779
2.8748169989828573e-10,4.252047420048303e-09,3.964565720150017e-09,2.331446790961106e-05,1715677407.6730826,97,2195.741669178009,2199.66228556633,8557
3.4465704008176626e-10,3.4492615604720567e-09,3.1046045203902904e-09,2.18761478625427e-05,1715677626.8106208,98,2414.8791904449463,2418.7998237609863,9413
4.761642423012662e-10,2.688922400396471e-09,2.212758158095205e-09,2.2143599428406534e-05,1715677867.8134017,99,2655.880923271179,2659.802604675293,10354
3.5629428528337034e-10,2.25436151740841e-09,1.8980672321250395e-09,2.3103460387864254e-05,1715678132.937846,100,2921.006484270096,2924.927048921585,11389
3.069151078519693e-10,2.247114893615172e-09,1.9401997857632025e-09,2.234432547417433e-05,1715678211.976078,101,3000.044724702835,3003.965281009674,11705
