time,_runtime,l2_error,_timestamp,_step,loss,loss_boundary,loss_interior,step
2171.949093580246,2175.686934709549,0.0029742687058081706,1715446999.2978437,81,7.508114481239867e-05,9.352697002188424e-06,6.572844781021024e-05,1863
2198.628631591797,2202.366457939148,0.0029739975808793623,1715447025.977367,82,7.028501571206039e-05,9.382995684536262e-06,6.090202002752413e-05,2049
2228.581752538681,2232.3227727413177,0.002973723855522226,1715447055.9336817,83,7.31040660888273e-05,1.0196835883673515e-05,6.29072302051538e-05,2254
2259.471015691757,2263.20880818367,0.0029734831819627585,1715447086.8197172,84,6.969881064868447e-05,8.797349646500664e-06,6.0901461002183806e-05,2479
2292.4574987888336,2296.1952047348022,0.0029731890552092285,1715447119.8061137,85,6.977870071425409e-05,9.730393866365924e-06,6.004830684788816e-05,2727
2332.4915704727173,2336.233384847641,0.0029728648555408283,1715447159.8442938,86,6.828895697116188e-05,8.111710477233917e-06,6.017724649392797e-05,3000
2374.8023011684418,2378.5401089191437,0.002972522004260304,1715447202.151018,87,6.98669564626633e-05,9.418359000962488e-06,6.044859746170081e-05,3299
2424.863833665848,2428.6012604236603,0.0029722179376174664,1715447252.2121694,88,7.064423699042237e-05,1.0574279573318625e-05,6.0069957417103745e-05,3629
2479.5888237953186,2483.326581478119,0.0029718328571891827,1715447306.9374905,89,7.137881708925683e-05,9.566009643092451e-06,6.181280744616438e-05,3992
2539.6802949905396,2543.4187474250793,0.0029713992444703546,1715447367.0296564,90,7.530069837528118e-05,1.0455907347862937e-05,6.484479102741824e-05,4391
2600.7782356739044,2604.5158457756042,0.0029709995193419577,1715447428.1267548,91,7.846715877599195e-05,8.635101655332368e-06,6.983205712065958e-05,4831
2665.1261055469513,2668.8657643795013,0.00297054954446172,1715447492.4766734,92,6.929642103881782e-05,8.941257433020628e-06,6.0355163605797184e-05,5314
2734.4172582626343,2738.155487537384,0.002970185509717392,1715447561.7663965,93,7.00328485521073e-05,9.780783619241113e-06,6.025206493286619e-05,5845
2812.4999601840973,2816.2377960681915,0.002969722393723613,1715447639.848705,94,7.312898045483324e-05,8.319360426990706e-06,6.480962002784254e-05,6429
2897.103086948395,2900.840760707855,0.0029692444207762105,1715447724.4516697,95,7.877051751434756e-05,1.1965334218360749e-05,6.680518329598681e-05,7072
2989.420245885849,2993.160439014435,0.0029687921416820025,1715447816.771348,96,6.82651700538173e-05,9.036695441727347e-06,5.922847461208995e-05,7779
3000.123928308487,3003.8614559173584,0.002968743342713429,1715447827.472365,97,7.532108598815473e-05,9.519436920090885e-06,6.580164906806384e-05,7859
