loss_interior,loss,_step,loss_boundary,time,_timestamp,step,_runtime,l2_error
0.0014106206393778686,0.008090981771090232,48,0.006680361131712364,32.06903958320618,1715519528.4795666,81,35.80357551574707,0.06248605508141623
0.0009135985494923915,0.005595219498190758,49,0.0046816209486983664,35.04094958305359,1715519531.4515228,89,38.77553176879883,0.05333018541932847
0.0008878428884828456,0.005016439652822003,50,0.004128596764339158,38.342621088027954,1715519534.7532196,98,42.07722854614258,0.05164837951705815
0.0008162928519098582,0.004647697819622194,51,0.0038314049677123357,41.67918920516968,1715519538.0898156,107,45.41382455825806,0.0520059034428451
0.0006959396256110815,0.003947340118212527,52,0.003251400492601446,45.76018190383911,1715519542.1706183,118,49.494627237319946,0.04756011230493601
0.0006065545506633558,0.0034826197932647986,53,0.002876065242601443,50.215551137924194,1715519546.6262884,130,53.950297355651855,0.04545160118445194
0.0005351252143757134,0.0032560592687419765,54,0.002720934054366263,55.04076910018921,1715519551.4511425,143,58.77515149116516,0.04397478684108066
0.0005003322104240303,0.0030292555613187578,55,0.0025289233508947275,60.2120361328125,1715519556.6222827,157,63.94629168510437,0.04284001107537055
0.0004925554148642829,0.002806886157618097,56,0.0023143307427538145,65.74364972114563,1715519562.1546006,172,69.47860956192017,0.042028240332357365
0.0004596060102299065,0.0025652942586452685,57,0.002105688248415362,72.39301443099976,1715519568.8033872,190,76.12739610671997,0.0407319340496927
0.0004701802220571913,0.0021296587466491683,58,0.0016594785245919769,79.04684042930603,1715519575.4573226,208,82.78133153915405,0.035439540443190726
0.0004200772262089402,0.0019145260134708995,59,0.0014944487872619594,86.80786991119385,1715519583.2184737,229,90.54248261451721,0.03349744642777395
0.0004054215126389475,0.0017080316231114364,60,0.0013026101104724888,95.35813903808594,1715519591.769015,252,99.09302401542664,0.03251904976147311
0.00035545095466920295,0.0015160696784305094,61,0.0011606187237613063,104.59092712402344,1715519601.0012858,277,108.32529473304749,0.030741517706097597
0.00032052566498819054,0.0013325235355126335,62,0.001011997870524443,115.03244018554688,1715519611.4436047,305,118.76761364936829,0.02914411249831831
0.0003003941276221873,0.001161084712977863,63,0.0008606905853556758,126.13037586212158,1715519622.5413053,335,129.865314245224,0.027819198231259966
0.00025998277694153267,0.0010019388194990337,64,0.0007419560425575011,138.76781487464905,1715519635.1785378,369,142.50254678726196,0.02583594240040998
0.0002410798688039899,0.0008517060263284065,65,0.0006106261575244167,152.51322174072266,1715519648.9237401,406,156.2477490901947,0.02427907351269969
0.0002111444550636384,0.0007334549991142366,66,0.0005223105440505982,167.32499408721924,1715519663.7358198,446,171.05982875823975,0.022406936825214604
0.0001990284880625456,0.0006228006393916702,67,0.0004237721513291246,183.93604230880737,1715519680.3465703,491,187.67057919502258,0.020609184610280648
0.00017636993442952405,0.0005318831357827222,68,0.00035551320135319823,202.1119945049286,1715519698.522585,540,205.84659385681152,0.019180596035991163
0.00016117211080829907,0.0004545769145807482,69,0.00029340480377244914,222.09259819984436,1715519718.5032682,594,225.82727718353271,0.01757948131522333
0.00014540163625913983,0.0003900804957488852,70,0.00024467885948974534,244.00023198127747,1715519740.4111073,653,247.73511624336243,0.015849431530433496
0.00013476756502129483,0.00033681886677713847,71,0.00020205130175584367,268.2515571117401,1715519764.6621726,718,271.98618149757385,0.014584298324143243
0.00012326397185930498,0.0002918997214290378,72,0.00016863574956973285,294.8922507762909,1715519791.3028665,790,298.6268754005432,0.01324236308871632
0.00011124229643484744,0.00025318902460870696,73,0.00014194672817385953,324.13367891311646,1715519820.544359,869,327.86836791038513,0.012014382073023072
0.00010163693595143155,0.00022010605569527751,74,0.00011846911974384596,356.42784547805786,1715519852.83844,956,360.16244888305664,0.011001739356013635
9.179914212396115e-05,0.00019116535915050044,75,9.936621702653929e-05,391.99359154701233,1715519888.4052088,1052,395.72921776771545,0.01001423805572387
8.222042203318498e-05,0.00016588984002769642,76,8.366941799451144e-05,430.8951165676117,1715519927.305722,1157,434.6297309398651,0.00908982007808575
7.402068515131902e-05,0.0001436262161475282,77,6.96055309962092e-05,473.4140958786011,1715519969.8248885,1272,477.1488974094391,0.008313122772873438
6.57953948247148e-05,0.00012352174606673842,78,5.7726351242023635e-05,520.638304233551,1715520017.0488164,1400,524.37282538414,0.007555569606628786
5.7991111910175104e-05,0.0001058302996522386,79,4.783918774206351e-05,572.150331735611,1715520068.5610518,1539,575.8850607872009,0.006853528054358453
5.0998601914550356e-05,9.017632113014865e-05,80,3.917771921559829e-05,629.1589136123657,1715520125.569551,1693,632.8935599327087,0.006223313132755744
4.472821043977167e-05,7.64550623817443e-05,81,3.172685194197263e-05,692.0120286941528,1715520188.422817,1863,695.7468259334564,0.0056370059752481935
3.936655818952536e-05,6.496016328699276e-05,82,2.559360509746741e-05,760.6522080898285,1715520257.0627809,2049,764.3867897987366,0.005100369544984136
3.492804478154381e-05,5.53620480595327e-05,83,2.0434003277988888e-05,836.2166090011597,1715520332.6271887,2254,839.9511976242065,0.004606019989040802
3.116639291590165e-05,4.756306284796874e-05,84,1.639666993206709e-05,919.1063840389252,1715520415.5169346,2479,922.8409435749054,0.004153169900649843
2.840223279186458e-05,4.182349327016299e-05,85,1.342126047829841e-05,1000.021800994873,1715520496.4327128,2699,1003.7567217350006,0.0037893684458209305
